Class,Precision,Recall,F1_Score
126.ladder,0.55,0.44,0.4888888888888889
127.laptop-101,0.7222222222222222,0.9285714285714286,0.8125
128.lathe,0.6,0.8181818181818182,0.6923076923076923
129.leopards-101,0.95,1.0,0.9743589743589743
130.license-plate,0.7142857142857143,1.0,0.8333333333333334
131.lightbulb,0.6666666666666666,0.4,0.5
132.light-house,0.8181818181818182,0.9473684210526315,0.8780487804878049
133.lightning,0.6521739130434783,1.0,0.7894736842105263
134.llama-101,0.6470588235294118,0.8461538461538461,0.7333333333333333
135.mailbox,0.75,0.3,0.42857142857142855
136.mandolin,0.9,0.9,0.9
137.mars,0.8,0.9411764705882353,0.8648648648648649
138.mattress,0.5909090909090909,0.65,0.6190476190476191
139.megaphone,0.875,0.7,0.7777777777777778
140.menorah-101,1.0,0.9,0.9473684210526315
141.microscope,0.7142857142857143,0.7692307692307693,0.7407407407407407
142.microwave,1.0,0.3333333333333333,0.5
143.minaret,0.8571428571428571,0.9230769230769231,0.8888888888888888
144.minotaur,1.0,0.4444444444444444,0.6153846153846154
145.motorbikes-101,0.9878048780487805,1.0,0.9938650306748467
146.mountain-bike,0.6666666666666666,0.6666666666666666,0.6666666666666666
147.mushroom,0.6842105263157895,0.6190476190476191,0.65
148.mussels,0.52,0.7222222222222222,0.6046511627906976
149.necktie,0.8888888888888888,0.7272727272727273,0.8
150.octopus,0.6666666666666666,0.6666666666666666,0.6666666666666666
151.ostrich,1.0,1.0,1.0
152.owl,0.8181818181818182,0.75,0.782608695652174
153.palm-pilot,0.9,0.9,0.9
154.palm-tree,0.75,0.8181818181818182,0.782608695652174
155.paperclip,0.6666666666666666,0.6,0.631578947368421
156.paper-shredder,0.6666666666666666,0.9090909090909091,0.7692307692307693
157.pci-card,0.8461538461538461,1.0,0.9166666666666666
158.penguin,0.7619047619047619,1.0,0.8648648648648649
159.people,0.39473684210526316,0.6818181818181818,0.5
160.pez-dispenser,1.0,0.6666666666666666,0.8
161.photocopier,0.7142857142857143,0.9090909090909091,0.8
162.picnic-table,0.5,0.6,0.5454545454545454
163.playing-card,0.14285714285714285,0.1111111111111111,0.125
164.porcupine,0.8888888888888888,0.7272727272727273,0.8
165.pram,0.75,0.3,0.42857142857142855
166.praying-mantis,0.3333333333333333,0.4,0.36363636363636365
167.pyramid,0.8333333333333334,0.5,0.625
168.raccoon,1.0,0.8571428571428571,0.9230769230769231
169.radio-telescope,0.8888888888888888,0.8,0.8421052631578947
170.rainbow,0.5,0.6363636363636364,0.56
171.refrigerator,0.6666666666666666,0.6666666666666666,0.6666666666666666
172.revolver-101,1.0,0.7272727272727273,0.8421052631578947
173.rifle,0.3,0.25,0.2727272727272727
174.rotary-phone,1.0,0.8888888888888888,0.9411764705882353
175.roulette-wheel,0.7142857142857143,0.5555555555555556,0.625
176.saddle,0.75,0.8181818181818182,0.782608695652174
177.saturn,0.8888888888888888,0.7272727272727273,0.8
178.school-bus,1.0,0.8181818181818182,0.9
179.scorpion-101,1.0,0.75,0.8571428571428571
180.screwdriver,0.29411764705882354,0.45454545454545453,0.35714285714285715
181.segway,0.6923076923076923,0.9,0.782608695652174
182.self-propelled-lawn-mower,0.7857142857142857,0.9166666666666666,0.8461538461538461
183.sextant,1.0,0.8,0.8888888888888888
184.sheet-music,0.75,1.0,0.8571428571428571
185.skateboard,0.6,0.2727272727272727,0.375
186.skunk,0.9,1.0,0.9473684210526315
187.skyscraper,0.5555555555555556,1.0,0.7142857142857143
188.smokestack,1.0,0.6,0.75
189.snail,0.8333333333333334,0.7692307692307693,0.8
190.snake,0.6666666666666666,0.5,0.5714285714285714
191.sneaker,0.875,0.5833333333333334,0.7
192.snowmobile,0.8,1.0,0.8888888888888888
193.soccer-ball,0.5416666666666666,0.7222222222222222,0.6190476190476191
194.socks,0.6363636363636364,0.5833333333333334,0.6086956521739131
195.soda-can,0.5,0.1,0.16666666666666666
196.spaghetti,0.9090909090909091,0.9090909090909091,0.9090909090909091
197.speed-boat,1.0,0.3,0.46153846153846156
198.spider,0.7333333333333333,0.9166666666666666,0.8148148148148148
199.spoon,0.8,0.36363636363636365,0.5
200.stained-glass,0.7142857142857143,0.5,0.5882352941176471
201.starfish-101,0.6428571428571429,1.0,0.782608695652174
202.steering-wheel,0.8,0.7272727272727273,0.7619047619047619
203.stirrups,0.875,0.7,0.7777777777777778
204.sunflower-101,0.875,0.875,0.875
205.superman,0.8888888888888888,0.8,0.8421052631578947
206.sushi,0.7272727272727273,0.7272727272727273,0.7272727272727273
207.swan,0.6666666666666666,0.8333333333333334,0.7407407407407407
208.swiss-army-knife,0.6875,0.9166666666666666,0.7857142857142857
209.sword,0.8571428571428571,0.5454545454545454,0.6666666666666666
210.syringe,0.5625,0.75,0.6428571428571429
211.tambourine,0.8571428571428571,0.6,0.7058823529411765
212.teapot,0.7857142857142857,0.7333333333333333,0.7586206896551724
213.teddy-bear,0.75,0.8181818181818182,0.782608695652174
214.teepee,0.7894736842105263,1.0,0.8823529411764706
215.telephone-box,0.8,0.8888888888888888,0.8421052631578947
216.tennis-ball,0.875,0.6363636363636364,0.7368421052631579
217.tennis-court,0.6923076923076923,0.8181818181818182,0.75
218.tennis-racket,1.0,0.6666666666666666,0.8
219.theodolite,0.75,0.6666666666666666,0.7058823529411765
220.toaster,0.8,0.8,0.8
221.tomato,0.8333333333333334,0.9090909090909091,0.8695652173913043
222.tombstone,0.7777777777777778,0.7,0.7368421052631579
223.top-hat,0.8,0.5,0.6153846153846154
224.touring-bike,0.7,0.6363636363636364,0.6666666666666666
225.tower-pisa,0.6923076923076923,1.0,0.8181818181818182
226.traffic-light,0.8181818181818182,0.8181818181818182,0.8181818181818182
227.treadmill,0.8571428571428571,0.75,0.8
228.triceratops,1.0,0.9,0.9473684210526315
229.tricycle,0.625,0.5,0.5555555555555556
230.trilobite-101,0.9090909090909091,1.0,0.9523809523809523
231.tripod,0.9166666666666666,0.9166666666666666,0.9166666666666666
232.t-shirt,0.8095238095238095,0.918918918918919,0.8607594936708861
233.tuning-fork,0.5,0.2,0.2857142857142857
234.tweezer,0.6,0.9230769230769231,0.7272727272727273
235.umbrella-101,0.7142857142857143,0.8333333333333334,0.7692307692307693
236.unicorn,0.6923076923076923,0.8181818181818182,0.75
237.vcr,0.7777777777777778,0.7777777777777778,0.7777777777777778
238.video-projector,0.8461538461538461,1.0,0.9166666666666666
239.washing-machine,1.0,0.3333333333333333,0.5
240.watch-101,1.0,0.8571428571428571,0.9230769230769231
241.waterfall,0.6428571428571429,0.9,0.75
242.watermelon,0.9,0.9,0.9
243.welding-mask,0.6666666666666666,0.4444444444444444,0.5333333333333333
244.wheelbarrow,0.6666666666666666,0.6,0.631578947368421
245.windmill,1.0,0.3,0.46153846153846156
246.wine-bottle,0.9,0.8181818181818182,0.8571428571428571
247.xylophone,0.6666666666666666,0.6,0.631578947368421
248.yarmulke,0.75,0.6666666666666666,0.7058823529411765
249.yo-yo,0.7,0.7,0.7
250.zebra,1.0,1.0,1.0
251.airplanes-101,0.9058823529411765,0.9625,0.9333333333333333
252.car-side-101,1.0,1.0,1.0
253.faces-easy-101,0.9565217391304348,1.0,0.9777777777777777
254.greyhound,1.0,0.8,0.8888888888888888
255.tennis-shoes,0.7272727272727273,0.7272727272727273,0.7272727272727273
256.toad,0.7272727272727273,0.6666666666666666,0.6956521739130435
257.clutter,0.5041322314049587,0.7261904761904762,0.5951219512195122
